symbol,Open,High,Low,Close,Volume,Currency,Date
SCRYY,253,253,253,253,253,253,253
SCS,254,254,254,254,254,254,254
SCSC,253,253,253,253,253,253,253
SCVL,253,253,253,253,253,253,253
SCWX,253,253,253,253,253,253,253
SCX,254,254,254,254,254,254,254
SD,254,254,254,254,254,254,254
SDPI,253,253,253,253,253,253,253
SDRL,252,252,252,252,252,252,252
SDVKY,252,252,252,252,252,252,252
SDXAY,252,252,252,252,252,252,252
SE,257,257,257,257,257,257,257
SEAC,253,253,253,253,253,253,253
SEB,253,253,253,253,253,253,253
SECO,253,253,253,253,253,253,253
SEDG,253,253,253,253,253,253,253
SEE,254,254,254,254,254,254,254
SEED,253,253,253,253,253,253,253
SEEL,253,253,253,253,253,253,253
SEIC,253,253,253,253,253,253,253
SEII,200,200,200,200,200,200,200
SEKEY,253,253,253,253,253,253,253
SELF,253,253,253,253,253,253,253
SEM,254,254,254,254,254,254,254
SENEA,253,253,253,253,253,253,253
SENEB,80,80,80,80,80,80,80
SEOAY,253,253,253,253,253,253,253
SERV,256,256,256,256,256,256,256
SES,240,240,240,240,240,240,240
SF,254,254,254,254,254,254,254
SFBC,192,192,192,192,192,192,192
SFBS,253,253,253,253,253,253,253
SFE,254,254,254,254,254,254,254
SFET,253,253,253,253,253,253,253
SFIX,253,253,253,253,253,253,253
SFL,254,254,254,254,254,254,254
SFM,253,253,253,253,253,253,253
SFNC,253,253,253,253,253,253,253
SFST,253,253,253,253,253,253,253
SFTBY,252,252,252,252,252,252,252
SFUN,254,254,254,254,254,254,254
SG,228,228,228,228,228,228,228
SGA,253,253,253,253,253,253,253
SGAMY,240,240,240,240,240,240,240
SGAPY,252,252,252,252,252,252,252
SGB,50,50,50,50,50,50,50
SGBLY,253,253,253,253,253,253,253
SGBX,253,253,253,253,253,253,253
SGC,253,253,253,253,253,253,253
SGEN,253,253,253,253,253,253,253
SGH,253,253,253,253,253,253,253
SGLB,253,253,253,253,253,253,253
SGMA,247,247,247,247,247,247,247
SGMO,253,253,253,253,253,253,253
SGMS,253,253,253,253,253,253,253
SGOC,236,236,236,236,236,236,236
SGPYY,252,252,252,252,252,252,252
SGRP,253,253,253,253,253,253,253
SGSOY,253,253,253,253,253,253,253
SGTPY,253,253,253,253,253,253,253
SGTZY,221,221,221,221,221,221,221
SHAK,256,256,256,256,256,256,256
SHBI,253,253,253,253,253,253,253
SHCAY,253,253,253,253,253,253,253
SHECY,252,252,252,252,252,252,252
SHEN,253,253,253,253,253,253,253
SHG,254,254,254,254,254,254,254
SHIP,253,253,253,253,253,253,253
SHLDQ,253,253,253,253,253,253,253
SHLO,251,251,251,251,251,251,251
SHO,254,254,254,254,254,254,254
SHOO,253,253,253,253,253,253,253
SHSP,253,253,253,253,253,253,253
SHW,254,254,254,254,254,254,254
SIC,253,253,253,253,253,253,253
SID,254,254,254,254,254,254,254
SIEB,253,253,253,253,253,253,253
SIEGY,252,252,252,252,252,252,252
SIETY,12,12,12,12,12,12,12
SIF,237,237,237,237,237,237,237
SIFY,253,253,253,253,253,253,253
SIG,256,256,256,256,256,256,256
SIGA,253,253,253,253,253,253,253
SIGI,253,253,253,253,253,253,253
SILC,253,253,253,253,253,253,253
SIM,192,192,192,192,192,192,192
SIMO,253,253,253,253,253,253,253
SINA,253,253,253,253,253,253,253
SINGY,226,226,226,226,226,226,226
SINO,253,253,253,253,253,253,253
SIRI,253,253,253,253,253,253,253
SITC,254,254,254,254,254,254,254
SITO,248,248,248,248,248,248,248
SIVB,253,253,253,253,253,253,253
SIX,256,256,256,256,256,256,256
SJI,254,254,254,254,254,254,254
SJM,254,254,254,254,254,254,254
SJR,254,254,254,254,254,254,254
SKBSY,100,100,100,100,100,100,100
SKFRY,253,253,253,253,253,253,253
SKHHY,252,252,252,252,252,252,252
SKHSY,253,253,253,253,253,253,253
SKT,256,256,256,256,256,256,256
SKVKY,167,167,167,167,167,167,167
SKX,254,254,254,254,254,254,254
SKY,254,254,254,254,254,254,254
SKYS,195,195,195,195,195,195,195
SKYW,253,253,253,253,253,253,253
SLAB,253,253,253,253,253,253,253
SLB,254,254,254,254,254,254,254
SLCA,256,256,256,256,256,256,256
SLCT,253,253,253,253,253,253,253
SLDB,253,253,253,253,253,253,253
SLF,254,254,254,254,254,254,254
SLG,256,256,256,256,256,256,256
SLGG,253,253,253,253,253,253,253
SLGN,253,253,253,253,253,253,253
SLLDY,252,252,252,252,252,252,252
SLM,253,253,253,253,253,253,253
SLNG,161,161,161,161,161,161,161
SLP,253,253,253,253,253,253,253
SLS,253,253,253,253,253,253,253
SM,256,256,256,256,256,256,256
SMBC,253,253,253,253,253,253,253
SMBK,253,253,253,253,253,253,253
SMCAY,253,253,253,253,253,253,253
SMCI,253,253,253,253,253,253,253
SMED,253,253,253,253,253,253,253
SMFG,254,254,254,254,254,254,254
SMFKY,253,253,253,253,253,253,253
SMG,254,254,254,254,254,254,254
SMGZY,252,252,252,252,252,252,252
SMIT,253,253,253,253,253,253,253
SMMF,253,253,253,253,253,253,253
SMMYY,232,232,232,232,232,232,232
SMP,254,254,254,254,254,254,254
SMPL,253,253,253,253,253,253,253
SMRT,250,250,250,250,250,250,250
SMSI,253,253,253,253,253,253,253
SMSMY,230,230,230,230,230,230,230
SMTC,253,253,253,253,253,253,253
SMTOY,128,128,128,128,128,128,128
SMTX,253,253,253,253,253,253,253
SMUUY,197,197,197,197,197,197,197
SNA,254,254,254,254,254,254,254
SNAP,257,257,257,257,257,257,257
SNBR,253,253,253,253,253,253,253
SNCR,253,253,253,253,253,253,253
SND,253,253,253,253,253,253,253
SNDE,253,253,253,253,253,253,253
SNDL,253,253,253,253,253,253,253
SNE,254,254,254,254,254,254,254
SNES,253,253,253,253,253,253,253
SNFCA,253,253,253,253,253,253,253
SNH,253,253,253,253,253,253,253
SNMCY,133,133,133,133,133,133,133
SNMP,253,253,253,253,253,253,253
SNMRY,218,218,218,218,218,218,218
SNN,254,254,254,254,254,254,254
SNOA,253,253,253,253,253,253,253
SNP,256,256,256,256,256,256,256
SNPHY,252,252,252,252,252,252,252
SNPS,253,253,253,253,253,253,253
SNV,254,254,254,254,254,254,254
SNX,254,254,254,254,254,254,254
SNY,253,253,253,253,253,253,253
SNYFY,28,28,28,28,28,28,28
SO,254,254,254,254,254,254,254
SOGO,257,257,257,257,257,257,257
SOHO,253,253,253,253,253,253,253
SOHU,253,253,253,253,253,253,253
SOL,254,254,254,254,254,254,254
SOLO,253,253,253,253,253,253,253
SOMLY,253,253,253,253,253,253,253
SOMMY,253,253,253,253,253,253,253
SON,254,254,254,254,254,254,254
SONA,253,253,253,253,253,253,253
SONM,253,253,253,253,253,253,253
SONO,253,253,253,253,253,253,253
SONVY,253,253,253,253,253,253,253
SORL,93,93,93,93,93,93,93
SOUHY,252,252,252,252,252,252,252
SP,253,253,253,253,253,253,253
SPAR,253,253,253,253,253,253,253
SPB,254,254,254,254,254,254,254
SPCB,253,253,253,253,253,253,253
SPEX,253,253,253,253,253,253,253
SPFI,253,253,253,253,253,253,253
SPG,254,254,254,254,254,254,254
SPGI,254,254,254,254,254,254,254
SPHRY,187,187,187,187,187,187,187
SPI,253,253,253,253,253,253,253
SPKE,253,253,253,253,253,253,253
SPKKY,253,253,253,253,253,253,253
SPLK,253,253,253,253,253,253,253
SPNS,253,253,253,253,253,253,253
SPNV,180,180,180,180,180,180,180
SPOK,253,253,253,253,253,253,253
SPPI,253,253,253,253,253,253,253
SPPJY,216,216,216,216,216,216,216
SPR,254,254,254,254,254,254,254
SPRT,253,253,253,253,253,253,253
SPSC,253,253,253,253,253,253,253
SPTN,253,253,253,253,253,253,253
SPWH,253,253,253,253,253,253,253
SPWR,253,253,253,253,253,253,253
SPXC,254,254,254,254,254,254,254
SPXCY,221,221,221,221,221,221,221
SQBG,253,253,253,253,253,253,253
SQNS,254,254,254,254,254,254,254
SR,254,254,254,254,254,254,254
SRAX,253,253,253,253,253,253,253
SRC,256,256,256,256,256,256,256
SRCE,253,253,253,253,253,253,253
SRCI,9,9,9,9,9,9,9
SRCL,253,253,253,253,253,253,253
SRDX,253,253,253,253,253,253,253
SRE,254,254,254,254,254,254,254
SREV,253,253,253,253,253,253,253
SRGHY,253,253,253,253,253,253,253
SRI,254,254,254,254,254,254,254
SRL,252,252,252,252,252,252,252
SRPT,253,253,253,253,253,253,253
SRT,254,254,254,254,254,254,254
SSB,253,253,253,253,253,253,253
SSBI,243,243,243,243,243,243,243
SSD,254,254,254,254,254,254,254
SSDOY,253,253,253,253,253,253,253
SSEZY,253,253,253,253,253,253,253
SSI,89,89,89,89,89,89,89
SSKN,253,253,253,253,253,253,253
SSL,254,254,254,254,254,254,254
SSLZY,235,235,235,235,235,235,235
SSMXY,253,253,253,253,253,253,253
SSNC,253,253,253,253,253,253,253
SSNT,250,250,250,250,250,250,250
SSP,253,253,253,253,253,253,253
SSREY,252,252,252,252,252,252,252
SSRM,253,253,253,253,253,253,253
SSTI,253,253,253,253,253,253,253
SSTK,256,256,256,256,256,256,256
SSUMY,252,252,252,252,252,252,252
SSW,253,253,253,253,253,253,253
SSY,248,248,248,248,248,248,248
SSYS,253,253,253,253,253,253,253
ST,256,256,256,256,256,256,256
STAF,253,253,253,253,253,253,253
STAG,254,254,254,254,254,254,254
STAR,254,254,254,254,254,254,254
STAY,253,253,253,253,253,253,253
STBA,253,253,253,253,253,253,253
STBFY,252,252,252,252,252,252,252
STC,254,254,254,254,254,254,254
STCN,253,253,253,253,253,253,253
STE,254,254,254,254,254,254,254
STFC,253,253,253,253,253,253,253
STIM,253,253,253,253,253,253,253
STKL,253,253,253,253,253,253,253
STKS,253,253,253,253,253,253,253
STL,254,254,254,254,254,254,254
STLD,253,253,253,253,253,253,253
STM,254,254,254,254,254,254,254
STMP,253,253,253,253,253,253,253
STN,254,254,254,254,254,254,254
STND,246,246,246,246,246,246,246
STNE,253,253,253,253,253,253,253
STNG,254,254,254,254,254,254,254
STOR,256,256,256,256,256,256,256
STRA,253,253,253,253,253,253,253
STRL,253,253,253,253,253,253,253
STRM,253,253,253,253,253,253,253
STRNY,61,61,61,61,61,61,61
STRS,253,253,253,253,253,253,253
STRT,249,249,249,249,249,249,249
STT,254,254,254,254,254,254,254
STWD,254,254,254,254,254,254,254
STX,253,253,253,253,253,253,253
STXB,253,253,253,253,253,253,253
STZ,254,254,254,254,254,254,254
STZb,132,132,132,132,132,132,132
SU,256,256,256,256,256,256,256
SUBCY,253,253,253,253,253,253,253
SUHJY,253,253,253,253,253,253,253
SUI,253,253,253,253,253,253,253
SUMR,253,253,253,253,253,253,253
SUNW,253,253,253,253,253,253,253
SUP,253,253,253,253,253,253,253
SUPN,253,253,253,253,253,253,253
SURF,253,253,253,253,253,253,253
SUTNY,253,253,253,253,253,253,253
SVBI,247,247,247,247,247,247,247
SVC,253,253,253,253,253,253,253
SVCBY,187,187,187,187,187,187,187
SVMK,253,253,253,253,253,253,253
SVNDY,253,253,253,253,253,253,253
SVNLY,253,253,253,253,253,253,253
SVRA,253,253,253,253,253,253,253
SVT,217,217,217,217,217,217,217
SWCH,256,256,256,256,256,256,256
SWDBY,253,253,253,253,253,253,253
SWGAY,253,253,253,253,253,253,253
SWIR,253,253,253,253,253,253,253
SWK,253,253,253,253,253,253,253
SWKS,253,253,253,253,253,253,253
SWM,253,253,253,253,253,253,253
SWMAY,253,253,253,253,253,253,253
SWN,253,253,253,253,253,253,253
SWRAY,253,253,253,253,253,253,253
SWX,253,253,253,253,253,253,253
SXC,253,253,253,253,253,253,253
SXI,253,253,253,253,253,253,253
SXT,253,253,253,253,253,253,253
SYBT,253,253,253,253,253,253,253
SYBX,253,253,253,253,253,253,253
SYF,256,256,256,256,256,256,256
SYIEY,253,253,253,253,253,253,253
SYK,253,253,253,253,253,253,253
SYKE,253,253,253,253,253,253,253
SYN,253,253,253,253,253,253,253
SYNA,253,253,253,253,253,253,253
SYNC,253,253,253,253,253,253,253
SYNH,253,253,253,253,253,253,253
SYNL,253,253,253,253,253,253,253
SYPR,253,253,253,253,253,253,253
SYRS,253,253,253,253,253,253,253
SYX,253,253,253,253,253,253,253
SYY,253,253,253,253,253,253,253
SZEVY,249,249,249,249,249,249,249
T,254,254,254,254,254,254,254
TA,253,253,253,253,253,253,253
TAC,253,253,253,253,253,253,253
TACO,253,253,253,253,253,253,253
TACT,253,253,253,253,253,253,253
TAIT,253,253,253,253,253,253,253
TAK,256,256,256,256,256,256,256
TAL,256,256,256,256,256,256,256
TANH,253,253,253,253,253,253,253
TAOP,253,253,253,253,253,253,253
TAP,253,253,253,253,253,253,253
TAPa,59,59,59,59,59,59,59
TAST,253,253,253,253,253,253,253
TAT,244,244,244,244,244,244,244
TATT,237,237,237,237,237,237,237
TATYY,220,220,220,220,220,220,220
TAVHY,93,93,93,93,93,93,93
TAYD,240,240,240,240,240,240,240
TBBK,253,253,253,253,253,253,253
TBI,253,253,253,253,253,253,253
TBIO,253,253,253,253,253,253,253
TBK,253,253,253,253,253,253,253
TBLMY,151,151,151,151,151,151,151
TBLT,252,252,252,252,252,252,252
TBNK,253,253,253,253,253,253,253
TBPH,253,253,253,253,253,253,253
TC,253,253,253,253,253,253,253
TCBI,253,253,253,253,253,253,253
TCBK,253,253,253,253,253,253,253
TCCO,253,253,253,253,253,253,253
TCDA,253,253,253,253,253,253,253
TCEHY,252,252,252,252,252,252,252
TCF,253,253,253,253,253,253,253
TCFC,253,253,253,253,253,253,253
TCI,249,249,249,249,249,249,249
TCLRY,193,193,193,193,193,193,193
TCMD,253,253,253,253,253,253,253
TCO,250,250,250,250,250,250,250
TCOM,253,253,253,253,253,253,253
TCX,253,253,253,253,253,253,253
TD,253,253,253,253,253,253,253
TDAC,144,144,144,144,144,144,144
TDC,253,253,253,253,253,253,253
TDG,253,253,253,253,253,253,253
TDHOY,205,205,205,205,205,205,205
TDS,253,253,253,253,253,253,253
TDW,256,256,256,256,256,256,256
TDY,256,256,256,256,256,256,256
TEAM,253,253,253,253,253,253,253
TECD,124,124,124,124,124,124,124
TECH,253,253,253,253,253,253,253
TECK,253,253,253,253,253,253,253
TEDU,253,253,253,253,253,253,253
TEF,256,256,256,256,256,256,256
TEL,253,253,253,253,253,253,253
TELL,253,253,253,253,253,253,253
TELNY,253,253,253,253,253,253,253
TEN,256,256,256,256,256,256,256
TENB,253,253,253,253,253,253,253
TENX,253,253,253,253,253,253,253
TER,253,253,253,253,253,253,253
TERP,146,146,146,146,146,146,146
TESS,253,253,253,253,253,253,253
TEUM,224,224,224,224,224,224,224
TEVA,253,253,253,253,253,253,253
TEX,253,253,253,253,253,253,253
TEZNY,253,253,253,253,253,253,253
TFSL,253,253,253,253,253,253,253
TFX,256,256,256,256,256,256,256
TG,256,256,256,256,256,256,256
TGA,253,253,253,253,253,253,253
TGB,253,253,253,253,253,253,253
TGC,253,253,253,253,253,253,253
TGEN,250,250,250,250,250,250,250
TGI,256,256,256,256,256,256,256
TGLS,253,253,253,253,253,253,253
TGNA,256,256,256,256,256,256,256
TGT,253,253,253,253,253,253,253
TH,253,253,253,253,253,253,253
THC,253,253,253,253,253,253,253
THCB,230,230,230,230,230,230,230
THFF,253,253,253,253,253,253,253
THG,256,256,256,256,256,256,256
THKLY,253,253,253,253,253,253,253
THM,253,253,253,253,253,253,253
THMO,253,253,253,253,253,253,253
THO,256,256,256,256,256,256,256
THRM,253,253,253,253,253,253,253
THS,256,256,256,256,256,256,256
TIBR,245,245,245,245,245,245,245
TIF,253,253,253,253,253,253,253
TIGO,253,253,253,253,253,253,253
TIGR,253,253,253,253,253,253,253
TILE,253,253,253,253,253,253,253
TINLY,192,192,192,192,192,192,192
TIPT,253,253,253,253,253,253,253
TISI,253,253,253,253,253,253,253
TITN,253,253,253,253,253,253,253
TIVO,103,103,103,103,103,103,103
TJX,253,253,253,253,253,253,253
TKGBY,253,253,253,253,253,253,253
TKGSY,224,224,224,224,224,224,224
TKKS,250,250,250,250,250,250,250
TKOMY,253,253,253,253,253,253,253
TKR,256,256,256,256,256,256,256
TKYVY,28,28,28,28,28,28,28
TLF,241,241,241,241,241,241,241
TLGT,253,253,253,253,253,253,253
TLK,256,256,256,256,256,256,256
TLND,253,253,253,253,253,253,253
TLPFY,253,253,253,253,253,253,253
TLRD,219,219,219,219,219,219,219
TLRY,253,253,253,253,253,253,253
TLSNY,253,253,253,253,253,253,253
TLSYY,253,253,253,253,253,253,253
TM,253,253,253,253,253,253,253
TMCX,256,256,256,256,256,256,256
TME,256,256,256,256,256,256,256
TMICY,246,246,246,246,246,246,246
TMKXY,23,23,23,23,23,23,23
TMO,253,253,253,253,253,253,253
TMP,253,253,253,253,253,253,253
TMQ,253,253,253,253,253,253,253
TMSR,248,248,248,248,248,248,248
TMST,256,256,256,256,256,256,256
TMUS,253,253,253,253,253,253,253
TNABY,149,149,149,149,149,149,149
TNAV,253,253,253,253,253,253,253
TNC,256,256,256,256,256,256,256
TNK,256,256,256,256,256,256,256
TOCA,253,253,253,253,253,253,253
TOELY,253,253,253,253,253,253,253
TOL,256,256,256,256,256,256,256
TOPPY,93,93,93,93,93,93,93
TOPS,253,253,253,253,253,253,253
TORC,253,253,253,253,253,253,253
TOSYY,252,252,252,252,252,252,252
TOT,256,256,256,256,256,256,256
TOTA,140,140,140,140,140,140,140
TOTDY,131,131,131,131,131,131,131
TOUR,253,253,253,253,253,253,253
TOWN,253,253,253,253,253,253,253
TPB,256,256,256,256,256,256,256
TPCO,253,253,253,253,253,253,253
TPDKY,208,208,208,208,208,208,208
TPH,256,256,256,256,256,256,256
TPIC,253,253,253,253,253,253,253
TPR,253,253,253,253,253,253,253
TPRE,256,256,256,256,256,256,256
TPX,256,256,256,256,256,256,256
TR,256,256,256,256,256,256,256
TRCH,253,253,253,253,253,253,253
TREC,253,253,253,253,253,253,253
TREE,253,253,253,253,253,253,253
TREX,256,256,256,256,256,256,256
TRGP,256,256,256,256,256,256,256
TRHC,253,253,253,253,253,253,253
TRI,256,256,256,256,256,256,256
TRIP,253,253,253,253,253,253,253
TRMB,253,253,253,253,253,253,253
TRMD,217,217,217,217,217,217,217
TRMK,253,253,253,253,253,253,253
TRMT,253,253,253,253,253,253,253
TRN,256,256,256,256,256,256,256
TRNS,253,253,253,253,253,253,253
TRNX,237,237,237,237,237,237,237
TROW,253,253,253,253,253,253,253
TRP,256,256,256,256,256,256,256
TRQ,253,253,253,253,253,253,253
TRS,253,253,253,253,253,253,253
TRST,253,253,253,253,253,253,253
TRT,249,249,249,249,249,249,249
TRTN,253,253,253,253,253,253,253
TRUE,253,253,253,253,253,253,253
TRUP,253,253,253,253,253,253,253
TRV,253,253,253,253,253,253,253
TRVG,253,253,253,253,253,253,253
TRX,253,253,253,253,253,253,253
TRXC,253,253,253,253,253,253,253
TRYIY,252,252,252,252,252,252,252
TS,256,256,256,256,256,256,256
TSBK,253,253,253,253,253,253,253
TSC,253,253,253,253,253,253,253
TSCDY,252,252,252,252,252,252,252
TSCO,253,253,253,253,253,253,253
TSEM,253,253,253,253,253,253,253
TSG,85,85,85,85,85,85,85
TSGTY,183,183,183,183,183,183,183
TSLA,253,253,253,253,253,253,253
TSM,256,256,256,256,256,256,256
TSN,253,253,253,253,253,253,253
TSRI,221,221,221,221,221,221,221
TSRYY,251,251,251,251,251,251,251
TSYHY,231,231,231,231,231,231,231
TTC,256,256,256,256,256,256,256
TTD,253,253,253,253,253,253,253
TTDKY,253,253,253,253,253,253,253
TTEC,253,253,253,253,253,253,253
TTEK,253,253,253,253,253,253,253
TTGT,253,253,253,253,253,253,253
TTI,256,256,256,256,256,256,256
TTM,253,253,253,253,253,253,253
TTMI,253,253,253,253,253,253,253
TTNDY,252,252,252,252,252,252,252
TTSH,253,253,253,253,253,253,253
TTWO,253,253,253,253,253,253,253
TU,256,256,256,256,256,256,256
TUES,245,245,245,245,245,245,245
TUP,253,253,253,253,253,253,253
TUSK,253,253,253,253,253,253,253
TUWOY,249,249,249,249,249,249,249
TV,253,253,253,253,253,253,253
TVTY,253,253,253,253,253,253,253
TW,253,253,253,253,253,253,253
TWI,253,253,253,253,253,253,253
TWIN,253,253,253,253,253,253,253
TWMC,251,251,251,251,251,251,251
TWNK,253,253,253,253,253,253,253
TWO,256,256,256,256,256,256,256
TWOU,253,253,253,253,253,253,253
TWTR,256,256,256,256,256,256,256
TXMD,253,253,253,253,253,253,253
TXN,253,253,253,253,253,253,253
TXRH,253,253,253,253,253,253,253
TXT,253,253,253,253,253,253,253
TYHT,253,253,253,253,253,253,253
TYIDY,175,175,175,175,175,175,175
TYL,256,256,256,256,256,256,256
TZAC,153,153,153,153,153,153,153
TZOO,253,253,253,253,253,253,253
UA,256,256,256,256,256,256,256
UAA,253,253,253,253,253,253,253
UAL,253,253,253,253,253,253,253
UAMY,253,253,253,253,253,253,253
UBA,256,256,256,256,256,256,256
UBCP,250,250,250,250,250,250,250
UBFO,253,253,253,253,253,253,253
UBOH,220,220,220,220,220,220,220
UBS,253,253,253,253,253,253,253
UBSFY,252,252,252,252,252,252,252
UBSI,253,253,253,253,253,253,253
UBX,253,253,253,253,253,253,253
UCBI,253,253,253,253,253,253,253
UCBJY,186,186,186,186,186,186,186
UCFC,21,21,21,21,21,21,21
UCTT,253,253,253,253,253,253,253
UDR,256,256,256,256,256,256,256
UE,256,256,256,256,256,256,256
UEC,253,253,253,253,253,253,253
UEIC,253,253,253,253,253,253,253
UEPS,253,253,253,253,253,253,253
UFCS,253,253,253,253,253,253,253
UFI,256,256,256,256,256,256,256
UFPI,253,253,253,253,253,253,253
UFPT,253,253,253,253,253,253,253
UFS,256,256,256,256,256,256,256
UG,253,253,253,253,253,253,253
UGI,256,256,256,256,256,256,256
UHAL,253,253,253,253,253,253,253
UHS,256,256,256,256,256,256,256
UHT,256,256,256,256,256,256,256
UI,253,253,253,253,253,253,253
UIHC,253,253,253,253,253,253,253
UIS,253,253,253,253,253,253,253
UL,256,256,256,256,256,256,256
ULBI,253,253,253,253,253,253,253
ULH,253,253,253,253,253,253,253
ULTA,253,253,253,253,253,253,253
UMBF,253,253,253,253,253,253,253
UMPQ,253,253,253,253,253,253,253
UMRX,253,253,253,253,253,253,253
UN,233,233,233,233,233,233,233
UNAM,136,136,136,136,136,136,136
UNB,253,253,253,253,253,253,253
UNF,256,256,256,256,256,256,256
UNFI,253,253,253,253,253,253,253
UNH,253,253,253,253,253,253,253
UNICY,253,253,253,253,253,253,253
UNIT,253,253,253,253,253,253,253
UNM,253,253,253,253,253,253,253
UNP,253,253,253,253,253,253,253
UNT,99,99,99,99,99,99,99
UNTY,253,253,253,253,253,253,253
UONE,236,236,236,236,236,236,236
UONEK,248,248,248,248,248,248,248
UOVEY,252,252,252,252,252,252,252
UPLD,253,253,253,253,253,253,253
UPS,253,253,253,253,253,253,253
UPWK,253,253,253,253,253,253,253
URBN,253,253,253,253,253,253,253
URG,253,253,253,253,253,253,253
URGN,253,253,253,253,253,253,253
URI,256,256,256,256,256,256,256
USAK,253,253,253,253,253,253,253
USAP,253,253,253,253,253,253,253
USAU,253,253,253,253,253,253,253
USB,253,253,253,253,253,253,253
USCR,253,253,253,253,253,253,253
USEG,250,250,250,250,250,250,250
USIO,253,253,253,253,253,253,253
USLM,253,253,253,253,253,253,253
USM,256,256,256,256,256,256,256
USNA,256,256,256,256,256,256,256
USNZY,225,225,225,225,225,225,225
USPH,253,253,253,253,253,253,253
USWS,253,253,253,253,253,253,253
UTG,253,253,253,253,253,253,253
UTHR,253,253,253,253,253,253,253
UTSI,253,253,253,253,253,253,253
UTX,254,254,254,254,254,254,254
UUGRY,251,251,251,251,251,251,251
UUU,253,253,253,253,253,253,253
UUUU,253,253,253,253,253,253,253
UVE,256,256,256,256,256,256,256
UVSP,253,253,253,253,253,253,253
UVV,256,256,256,256,256,256,256
UXIN,253,253,253,253,253,253,253
V,253,253,253,253,253,253,253
VAC,256,256,256,256,256,256,256
VAL,242,242,242,242,242,242,242
VALE,253,253,253,253,253,253,253
VALU,251,251,251,251,251,251,251
VAR,253,253,253,253,253,253,253
VBFC,131,131,131,131,131,131,131
VBTX,253,253,253,253,253,253,253
VC,253,253,253,253,253,253,253
VCEL,253,253,253,253,253,253,253
VCF,250,250,250,250,250,250,250
VCISY,252,252,252,252,252,252,252
VCTR,253,253,253,253,253,253,253
VCYT,253,253,253,253,253,253,253
VDMCY,252,252,252,252,252,252,252
VEC,256,256,256,256,256,256,256
VECO,253,253,253,253,253,253,253
VEEV,256,256,256,256,256,256,256
VEOEY,252,252,252,252,252,252,252
VEON,253,253,253,253,253,253,253
VER,253,253,253,253,253,253,253
VERB,253,253,253,253,253,253,253
VERI,253,253,253,253,253,253,253
VERU,253,253,253,253,253,253,253
VFC,253,253,253,253,253,253,253
VFF,253,253,253,253,253,253,253
VFL,253,253,253,253,253,253,253
VG,253,253,253,253,253,253,253
VGR,256,256,256,256,256,256,256
VGZ,253,253,253,253,253,253,253
VHC,224,224,224,224,224,224,224
VIAB,253,253,253,253,253,253,253
VIAV,253,253,253,253,253,253,253
VICR,253,253,253,253,253,253,253
VIEWF,86,86,86,86,86,86,86
VIOT,253,253,253,253,253,253,253
VIPS,256,256,256,256,256,256,256
VIRC,250,250,250,250,250,250,250
VIRT,253,253,253,253,253,253,253
VISL,253,253,253,253,253,253,253
VIVHY,252,252,252,252,252,252,252
VIVO,253,253,253,253,253,253,253
VKI,253,253,253,253,253,253,253
VLEEY,253,253,253,253,253,253,253
VLGEA,253,253,253,253,253,253,253
VLO,253,253,253,253,253,253,253
VLOWY,131,131,131,131,131,131,131
VLRS,256,256,256,256,256,256,256
VLRX,122,122,122,122,122,122,122
VLY,253,253,253,253,253,253,253
VMC,253,253,253,253,253,253,253
VMI,256,256,256,256,256,256,256
VMM,253,253,253,253,253,253,253
VMW,253,253,253,253,253,253,253
VNDA,253,253,253,253,253,253,253
VNET,253,253,253,253,253,253,253
VNO,253,253,253,253,253,253,253
VNOM,253,253,253,253,253,253,253
VNRX,253,253,253,253,253,253,253
VOD,253,253,253,253,253,253,253
VOXX,253,253,253,253,253,253,253
VOYA,256,256,256,256,256,256,256
VRA,253,253,253,253,253,253,253
VREX,253,253,253,253,253,253,253
VRNS,253,253,253,253,253,253,253
VRNT,253,253,253,253,253,253,253
VRRM,253,253,253,253,253,253,253
VRSK,253,253,253,253,253,253,253
VRSN,253,253,253,253,253,253,253
VRTS,253,253,253,253,253,253,253
VRTU,253,253,253,253,253,253,253
VRTV,256,256,256,256,256,256,256
VRTX,253,253,253,253,253,253,253
VSAT,253,253,253,253,253,253,253
VSEC,253,253,253,253,253,253,253
VSH,256,256,256,256,256,256,256
VSTM,253,253,253,253,253,253,253
VSTO,256,256,256,256,256,256,256
VTGN,253,253,253,253,253,253,253
VTIQ,104,104,104,104,104,104,104
VTKLY,251,251,251,251,251,251,251
VTNR,253,253,253,253,253,253,253
VTR,253,253,253,253,253,253,253
VTSI,253,253,253,253,253,253,253
VUZI,253,253,253,253,253,253,253
VVI,256,256,256,256,256,256,256
VVPR,253,253,253,253,253,253,253
VVV,256,256,256,256,256,256,256
VWAGY,252,252,252,252,252,252,252
VWAPY,252,252,252,252,252,252,252
VWDRY,252,252,252,252,252,252,252
VXRT,253,253,253,253,253,253,253
VYGR,253,253,253,253,253,253,253
VZ,253,253,253,253,253,253,253
W,256,256,256,256,256,256,256
WAB,256,256,256,256,256,256,256
WABC,253,253,253,253,253,253,253
WACLY,51,51,51,51,51,51,51
WAFD,253,253,253,253,253,253,253
WAFU,253,253,253,253,253,253,253
WAL,256,256,256,256,256,256,256
WARFY,243,243,243,243,243,243,243
WASH,253,253,253,253,253,253,253
WAT,253,253,253,253,253,253,253
WATT,253,253,253,253,253,253,253
WB,253,253,253,253,253,253,253
